dateStr radId radNames timeStr
20110929 204.0 fhw 0330
20110929 207.0 cve 0330
20110929 205.0 fhe 0330
20110929 206.0 cvw 0530
20110929 207.0 cve 0530
20110929 204.0 fhw 0530
20110929 205.0 fhe 0530
20111001 205.0 fhe 0530
20111001 32.0 wal 0530
20111001 206.0 cvw 0530
20111001 204.0 fhw 0530
20111001 207.0 cve 0530
20111001 205.0 fhe 0600
20111001 32.0 wal 0600
20111001 204.0 fhw 0600
20111001 206.0 cvw 0600
20111001 207.0 cve 0600
20111007 204.0 fhw 0730
20111007 207.0 cve 0730
20111007 205.0 fhe 0730
20111007 206.0 cvw 0730
20111007 204.0 fhw 0800
20111007 207.0 cve 0800
20111007 205.0 fhe 0800
20111007 206.0 cvw 0800
20111009 205.0 fhe 0600
20111009 206.0 cvw 0600
20111009 204.0 fhw 0600
20111009 207.0 cve 0600
20111009 205.0 fhe 0630
20111009 207.0 cve 0630
20111009 32.0 wal 0630
20111009 206.0 cvw 0630
20111009 204.0 fhw 0630
20111009 204.0 fhw 0700
20111009 207.0 cve 0700
20111009 205.0 fhe 0700
20111009 206.0 cvw 0700
20111009 204.0 fhw 0730
20111009 207.0 cve 0730
20111009 205.0 fhe 0730
20111009 206.0 cvw 0730
20111013 205.0 fhe 0530
20111013 206.0 cvw 0530
20111013 207.0 cve 0530
20111013 204.0 fhw 0530
20111013 205.0 fhe 0600
20111013 206.0 cvw 0600
20111013 204.0 fhw 0600
20111013 207.0 cve 0600
20111025 206.0 cvw 0230
20111025 207.0 cve 0230
20111025 204.0 fhw 0230
20111025 33.0 bks 0230
20111025 205.0 fhe 0230
20111025 206.0 cvw 0300
20111025 204.0 fhw 0300
20111025 207.0 cve 0300
20111025 33.0 bks 0300
20111025 205.0 fhe 0300
20111025 204.0 fhw 0730
20111025 207.0 cve 0730
20111025 33.0 bks 0730
20111025 32.0 wal 0730
20111025 206.0 cvw 0730
20111025 206.0 cvw 0900
20111025 204.0 fhw 0900
20111025 207.0 cve 0900
20111025 33.0 bks 0900
20111025 205.0 fhe 0900
20111025 206.0 cvw 0930
20111025 207.0 cve 0930
20111025 204.0 fhw 0930
20111025 33.0 bks 0930
20111025 205.0 fhe 0930
20111025 206.0 cvw 1030
20111025 204.0 fhw 1030
20111025 207.0 cve 1030
20111025 33.0 bks 1030
20111101 207.0 cve 0500
20111101 204.0 fhw 0500
20111101 33.0 bks 0500
20111101 205.0 fhe 0500
20120123 206.0 cvw 0030
20120123 207.0 cve 0030
20120123 205.0 fhe 0030
20120123 33.0 bks 0030
20120123 32.0 wal 0030
20120123 206.0 cvw 0200
20120123 207.0 cve 0200
20120123 204.0 fhw 0200
20120123 205.0 fhe 0200
20120123 206.0 cvw 0230
20120123 204.0 fhw 0230
20120123 207.0 cve 0230
20120123 32.0 wal 0230
20120123 205.0 fhe 0530
20120123 32.0 wal 0530
20120123 206.0 cvw 0530
20120123 204.0 fhw 0530
20120123 207.0 cve 0530
20120123 205.0 fhe 0600
20120123 206.0 cvw 0600
20120123 207.0 cve 0600
20120123 204.0 fhw 0600
20120123 205.0 fhe 0630
20120123 206.0 cvw 0630
20120123 204.0 fhw 0630
20120123 207.0 cve 0630
20120124 206.0 cvw 0200
20120124 207.0 cve 0200
20120124 204.0 fhw 0200
20120124 205.0 fhe 0200
20120124 32.0 wal 0200
20120124 204.0 fhw 0230
20120124 206.0 cvw 0230
20120124 207.0 cve 0230
20120124 205.0 fhe 0230
20120124 32.0 wal 0230
20120124 206.0 cvw 0300
20120124 204.0 fhw 0300
20120124 207.0 cve 0300
20120124 33.0 bks 0300
20120124 205.0 fhe 0300
20120124 32.0 wal 0300
20120124 204.0 fhw 0330
20120124 206.0 cvw 0330
20120124 207.0 cve 0330
20120124 33.0 bks 0330
20120124 205.0 fhe 0330
20120124 206.0 cvw 0400
20120124 207.0 cve 0400
20120124 204.0 fhw 0400
20120124 33.0 bks 0400
20120124 205.0 fhe 0400
20120124 32.0 wal 0400
20120124 206.0 cvw 0430
20120124 204.0 fhw 0430
20120124 207.0 cve 0430
20120124 33.0 bks 0430
20120124 205.0 fhe 0430
20120124 206.0 cvw 0500
20120124 204.0 fhw 0500
20120124 207.0 cve 0500
20120124 205.0 fhe 0500
20120124 33.0 bks 0500
20120124 33.0 bks 0530
20120124 206.0 cvw 0530
20120124 207.0 cve 0530
20120124 204.0 fhw 0530
20120124 205.0 fhe 0530
20120124 33.0 bks 0630
20120124 207.0 cve 0630
20120124 206.0 cvw 0630
20120124 204.0 fhw 0630
20120125 206.0 cvw 0230
20120125 207.0 cve 0230
20120125 33.0 bks 0230
20120125 205.0 fhe 0230
20120125 32.0 wal 0230
20120125 207.0 cve 0300
20120125 33.0 bks 0300
20120125 205.0 fhe 0300
20120125 32.0 wal 0300
20120125 204.0 fhw 0330
20120125 207.0 cve 0330
20120125 33.0 bks 0330
20120125 205.0 fhe 0330
20120125 32.0 wal 0330
20120125 206.0 cvw 0400
20120125 207.0 cve 0400
20120125 204.0 fhw 0400
20120125 205.0 fhe 0400
20120125 32.0 wal 0400
20120125 32.0 wal 0430
20120125 206.0 cvw 0430
20120125 204.0 fhw 0430
20120125 207.0 cve 0430
20120125 205.0 fhe 0430
20120125 206.0 cvw 0500
20120125 204.0 fhw 0500
20120125 207.0 cve 0500
20120125 205.0 fhe 0500
20120125 33.0 bks 0500
20120125 205.0 fhe 0630
